"","Students.Weeks.4.and.5","Students.Weeks.1.and.2","Adults.Weeks.1.and.2","Type.of.School","BHA.Incidence.Weeks.1.and.2.x1000","CODCENTRE","BHA","SR","Enrolled.Students","Students.Weeks.1.2.and.3","TOTAL.Weeks.1.and.2","Exposed","BHA.Incidence.Weeks.1.and.2","TOTAL.Weeks.4.and.5","Students.Week.4","Students.Week.5","Students.Week.3","Students.Weeks.1.to.4","Confined.Students.Week.2","Confined.Students.Week.3","Confined.Students.Week.5","Educational.Levels","Any.Case.in.Weeks.4.and.5","ABS.Incidence.Weeks.1.and.2.CUT","ABS.harvard","ABS.harvard.ALL","Exposure.to.Any.Weeks.1.and.2","Exposure.to.Students.Weeks.1.and.2","Exposure.to.Adults.Weeks.1.and.2"
"925",5,0,0,"Public Secondary 12-16+",2.69087111932206,"08047431","033","78",602,0,0,FALSE,269.087111932206,6,3,2,0,3,0,0,70,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"926",1,0,0,"Public Secondary 12-16+",0.648964361040506,"08047467","394","78",614,0,0,FALSE,64.8964361040506,1,0,1,0,0,0,0,25,"ESO BATX CFPM CFPS",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"927",2,1,0,"Public Secondary 12-16+",2.17178086030545,"08047479","150","78",661,2,1,TRUE,217.178086030545,3,1,1,1,3,22,23,22,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"928",3,2,0,"Public Secondary 12-16+",1.0738255033557,"08047480","365","78",943,5,2,TRUE,107.38255033557,3,2,1,3,7,0,43,88,"ESO BATX CFPM CFPS",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"929",1,1,0,"Public Secondary 12-16+",2.00648248186449,"08047492","184","78",585,1,1,TRUE,200.648248186449,1,1,0,0,2,4,4,6,"ESO BATX AA03",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"930",3,2,1,"Public Secondary 12-16+",1.66936945530859,"08047509","205","78",491,3,3,TRUE,166.936945530859,3,0,3,1,3,22,40,21,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,TRUE
"931",0,0,0,"Public Secondary 12-16+",1.10436223081171,"08047583","363","78",865,2,0,FALSE,110.436223081171,0,0,0,2,2,11,73,16,"ESO BATX",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"932",1,1,0,"Public Secondary 12-16+",0.442453404125878,"08047820","338","67",767,1,1,TRUE,44.2453404125878,1,1,0,0,2,0,0,0,"ESO BATX CFPM",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"933",1,1,0,"Public Secondary 12-16+",1.28725616397663,"08047832","325","64",678,2,1,TRUE,128.725616397663,1,0,1,1,2,14,27,19,"ESO BATX CFPM CFPS",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"934",0,0,0,"Public Primary 3-12",0.97000447694374,"08051240","110","78",449,0,0,FALSE,97.000447694374,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"935",3,1,0,"Public Secondary 12-16+",3.98423442721275,"08051264","295","78",447,10,1,TRUE,398.423442721275,3,2,1,9,12,22,192,1,"ESO BATX CFPM CFPS",TRUE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",TRUE,TRUE,FALSE
"936",6,4,0,"Public Primary 3-12",2.284626368396,"08051306","251","78",469,4,4,TRUE,228.4626368396,8,4,2,0,8,55,28,40,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"937",3,4,0,"Public Primary 3-12",3.28648346269492,"08051318","252","78",412,5,4,TRUE,328.648346269492,3,0,3,1,5,0,25,49,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"938",2,0,0,"Public Primary 3-12",4.44682202681467,"08051471","296","78",380,1,0,FALSE,444.682202681467,2,0,2,1,1,0,6,54,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"939",0,0,0,"Public Primary 3-12",2.1767522855899,"08052165","065","78",226,2,0,FALSE,217.67522855899,0,0,0,2,2,35,35,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"940",3,0,0,"Public Secondary 12-16+",0.687285223367698,"08052207","128","67",276,0,0,FALSE,68.7285223367698,3,2,1,0,2,0,0,0,"ESO BATX CFPM",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"941",5,1,0,"Public Secondary 12-16+",7.46096808363653,"08052581","020","78",722,2,1,TRUE,746.096808363653,5,2,3,1,4,27,27,30,"ESO BATX CFPM CFPS",TRUE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",TRUE,TRUE,FALSE
"942",3,0,0,"Public Secondary 12-16+",1.44085731009951,"08052608","017","78",287,0,0,FALSE,144.085731009951,3,1,2,0,1,0,0,60,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"943",0,0,0,"Public Primary 3-12",0.778563550249789,"08052621","041","78",448,1,0,FALSE,77.8563550249789,0,0,0,1,1,0,25,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"944",0,0,0,"Public Primary 3-12",1.68834657150531,"08052657","028","78",455,0,0,FALSE,168.834657150531,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"945",1,1,0,"Public Primary 3-12",2.4822695035461,"08052669","021","78",527,2,1,TRUE,248.22695035461,1,0,1,1,2,25,25,16,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"946",0,0,0,"Public Primary 3-12",1.73812282734647,"08052670","023","78",471,0,0,FALSE,173.812282734647,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"947",5,3,0,"Public Secondary 12-16+",1.88402094775833,"08052700","055","78",1315,11,3,TRUE,188.402094775833,5,5,0,8,16,0,251,45,"ESO BATX CFPM AA03 CFPS PFI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"948",0,0,0,"Public Secondary 12-16+",2.06715972254123,"08052724","051","78",467,1,0,FALSE,206.715972254123,0,0,0,1,1,9,31,7,"ESO BATX",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"949",1,1,0,"Public Primary 3-12",1.26858056865503,"08052785","071","78",482,1,1,TRUE,126.858056865503,1,0,1,0,1,26,0,1,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"950",1,2,0,"Public Secondary 12-16+",1.77612556794713,"08052797","077","78",708,2,2,TRUE,177.612556794713,1,0,1,0,2,24,0,0,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"951",1,3,1,"Public Secondary 12-16+",2.27080692860161,"08052827","383","78",451,4,4,TRUE,227.080692860161,2,0,1,1,4,50,8,5,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,TRUE
"952",8,1,0,"Public Secondary 12-16+",3.15827833340082,"08052839","032","78",388,3,1,TRUE,315.827833340082,8,6,2,2,9,27,27,19,"ESO BATX CFPS",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"953",4,1,0,"Public Secondary 12-16+",2.64729075137997,"08052876","010","78",769,2,1,TRUE,264.729075137997,4,2,2,1,4,22,22,22,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"954",5,3,0,"Public Secondary 12-16+",2.22222222222222,"08052888","277","78",570,3,3,TRUE,222.222222222222,6,2,3,0,5,23,23,4,"ESO BATX CFPS",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"955",0,0,0,"Public Secondary 12-16+",0.424448217317487,"08052891","130","67",310,0,0,FALSE,42.4448217317487,0,0,0,0,0,0,0,0,"ESO BATX CFPM CFPS TEGM",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"956",4,3,0,"Public Secondary 12-16+",2.85508007351011,"08052906","285","78",712,5,3,TRUE,285.508007351011,4,3,1,2,8,0,0,8,"ESO BATX CFPM CFPS",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"957",2,1,0,"Public Secondary 12-16+",1.78164901514402,"08052918","292","78",499,3,1,TRUE,178.164901514402,2,1,1,2,4,25,50,20,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"958",1,3,0,"Public Secondary 12-16+",2.51655116342096,"08052921","290","78",407,3,3,TRUE,251.655116342096,1,1,0,0,4,0,0,1,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"959",0,0,0,"Public Secondary 12-16+",1.65275820960225,"08052955","315","78",723,0,0,FALSE,165.275820960225,0,0,0,0,0,0,0,0,"ESO BATX CFPM IFE",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"960",13,1,0,"Public Secondary 12-16+",2.16390423572744,"08052979","156","78",768,1,1,TRUE,216.390423572744,16,6,7,0,7,27,27,188,"ESO BATX CFPM CFPS",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"961",1,0,0,"Public Secondary 12-16+",0.787759430389335,"08052980","164","78",544,0,0,FALSE,78.7759430389335,1,0,1,0,0,0,0,19,"ESO BATX CFPM CFPS",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"962",2,0,0,"Public Secondary 12-16+",1.28725616397663,"08052992","325","64",589,0,0,FALSE,128.725616397663,2,2,0,0,2,5,5,4,"ESO BATX PFI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"963",0,1,0,"Public Secondary 12-16+",3.7181003887105,"08053005","185","67",290,2,1,TRUE,371.81003887105,0,0,0,1,2,0,0,0,"ESO BATX CFPM",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",TRUE,TRUE,FALSE
"964",1,1,0,"Public Secondary 12-16+",1.22084264117616,"08053017","186","78",488,1,1,TRUE,122.084264117616,1,0,1,0,1,21,1,22,"ESO BATX",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"965",1,1,0,"Public Secondary 12-16+",0.673206385843431,"08053030","355","78",521,1,1,TRUE,67.3206385843431,2,1,0,0,2,64,6,7,"ESO BATX",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"966",3,0,0,"Public Secondary 12-16+",4.4806517311609,"08053042","377","67",407,3,0,FALSE,448.06517311609,3,1,2,3,4,0,25,20,"ESO BATX",TRUE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"967",0,0,0,"Public Secondary 12-16+",0.810372771474878,"08053054","211","67",455,0,0,FALSE,81.0372771474878,0,0,0,0,0,0,0,0,"ESO BATX CFPS",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"968",3,0,0,"Public Secondary 12-16+",2.09355577363428,"08053078","223","78",621,1,0,FALSE,209.355577363428,4,2,1,1,3,0,0,0,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"969",1,0,0,"Public Secondary 12-16+",0.559103080952241,"08053091","176","78",525,0,0,FALSE,55.9103080952241,1,0,1,0,0,8,14,47,"ESO BATX",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"970",0,0,0,"Public Secondary 12-16+",1.17878192534381,"08053108","207","78",476,0,0,FALSE,117.878192534381,0,0,0,0,0,0,3,4,"ESO BATX",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"971",0,2,0,"Public Secondary 12-16+",0.810372771474878,"08053111","211","67",511,3,2,TRUE,81.0372771474878,0,0,0,1,3,5,35,3,"ESO BATX",FALSE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"972",2,1,0,"Public Secondary 12-16+",3.50603817686015,"08053121","238","67",497,1,1,TRUE,350.603817686015,2,0,2,0,1,0,0,0,"ESO BATX",TRUE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",TRUE,TRUE,FALSE
"973",1,0,0,"Public Secondary 12-16+",0.333319445023124,"08053145","168","78",678,0,0,FALSE,33.3319445023124,1,0,1,0,0,0,0,49,"ESO BATX CFPM PFI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"974",0,0,0,"Public Secondary 12-16+",1.54198791414878,"08053157","105","78",571,2,0,FALSE,154.198791414878,0,0,0,2,2,0,52,0,"ESO BATX",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"975",6,0,0,"Public Secondary 12-16+",3.28648346269492,"08053169","252","78",654,0,0,FALSE,328.648346269492,6,6,0,0,6,0,0,28,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"976",0,1,0,"Public Secondary 12-16+",1.34165548620428,"08053170","392","78",477,1,1,TRUE,134.165548620428,0,0,0,0,1,21,2,18,"ESO BATX",FALSE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"977",0,0,0,"Public Secondary 12-16+",1.88359389715577,"08053182","309","78",934,0,0,FALSE,188.359389715577,0,0,0,0,0,0,0,125,"ESO BATX CFPM CFPS",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"978",2,0,0,"Public Secondary 12-16+",1.6643970343471,"08053200","196","78",362,0,0,FALSE,166.43970343471,2,1,1,0,1,0,0,43,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"979",0,0,0,"Public Secondary 12-16+",3.31908473723912,"08053212","193","78",479,1,0,FALSE,331.908473723912,0,0,0,1,1,0,35,0,"ESO BATX",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"980",3,3,0,"Public Secondary 12-16+",2.82256756318334,"08053224","197","78",440,3,3,TRUE,282.256756318334,3,1,2,0,4,25,25,52,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"981",9,1,0,"Public Secondary 12-16+",2.12222440558066,"08053236","230","78",635,1,1,TRUE,212.222440558066,9,4,5,0,5,0,0,63,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"982",1,0,0,"Public Secondary 12-16+",1.34165548620428,"08053248","392","78",476,0,0,FALSE,134.165548620428,1,0,1,0,0,21,21,21,"ESO BATX",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"983",4,3,1,"Public Secondary 12-16+",3.28648346269492,"08053251","252","78",778,3,4,TRUE,328.648346269492,4,2,2,0,5,0,0,2,"ESO BATX CFPM AA03 CFPS",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,TRUE
"984",4,2,0,"Public Secondary 12-16+",3.32095522748543,"08053261","250","78",720,4,2,TRUE,332.095522748543,4,3,1,2,7,32,61,74,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"985",2,0,0,"Public Secondary 12-16+",0.469687116121107,"08053285","115","78",748,0,0,FALSE,46.9687116121107,2,0,2,0,0,0,0,10,"ESO BATX ESCS",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"986",1,3,0,"Public Secondary 12-16+",1.13815443880231,"08053297","367","78",579,3,3,TRUE,113.815443880231,1,0,1,0,3,0,26,29,"ESO BATX",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"987",6,0,0,"Public Secondary 12-16+",0.85613384225734,"08053315","201","78",625,0,0,FALSE,85.613384225734,6,6,0,0,6,0,0,69,"ESO BATX",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"988",2,0,0,"Public Secondary 12-16+",0.552355401246745,"08053340","375","78",716,2,0,FALSE,55.2355401246745,3,1,1,2,3,0,39,27,"ESO BATX CFPM AA03 CFPS IFE",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"989",0,1,0,"Public Secondary 12-16+",0.870574579222287,"08053352","229","67",480,2,1,TRUE,87.0574579222287,0,0,0,1,2,0,0,0,"ESO BATX PFI",FALSE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"990",2,0,0,"Public Secondary 12-16+",1.37527172707511,"08053364","266","78",525,0,0,FALSE,137.527172707511,2,0,2,0,0,0,0,56,"ESO BATX",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"991",0,0,0,"Public Primary 3-12",2.85508007351011,"08053391","285","78",472,0,0,FALSE,285.508007351011,0,0,0,0,0,0,0,3,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"992",1,0,0,"Public Primary 3-12",2.17947105913911,"08053406","349","78",447,2,0,FALSE,217.947105913911,1,0,1,2,2,5,27,26,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"993",0,0,0,"Public Primary 3-12",0.784190715181932,"08053418","393","78",274,0,0,FALSE,78.4190715181932,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"994",0,1,0,"Public Primary 3-12",1.28725616397663,"08053421","325","64",346,1,1,TRUE,128.725616397663,0,0,0,0,1,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"995",0,0,0,"Public Primary 3-12",0.559103080952241,"08053431","176","78",30,0,0,FALSE,55.9103080952241,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"996",0,0,0,"Public Primary 3-12",1.90219912777211,"08053455","095","78",413,0,0,FALSE,190.219912777211,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"997",0,1,0,"Public Primary 3-12",1.0616415632672,"08053467","391","78",453,1,1,TRUE,106.16415632672,1,0,0,0,1,0,0,99,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"998",1,1,1,"Public Primary 3-12",1.6643970343471,"08053492","196","78",463,1,2,TRUE,166.43970343471,1,1,0,0,2,10,0,0,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,TRUE
"999",0,1,0,"Public Primary 3-12",2.54482359745518,"08053510","369","78",315,1,1,TRUE,254.482359745518,0,0,0,0,1,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"1000",0,0,0,"Public Primary 3-12",0.730585757875285,"08053522","261","78",209,0,0,FALSE,73.0585757875285,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1001",0,1,0,"Public Primary 3-12",0.868844042494372,"08053583","235","78",450,1,1,TRUE,86.8844042494372,0,0,0,0,1,0,24,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"1002",4,0,0,"Public Primary 3-12",1.58858919759346,"08053601","149","78",472,3,0,FALSE,158.858919759346,4,0,4,3,3,0,49,34,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1003",0,3,0,"Public Primary 3-12",1.54198791414878,"08053650","105","78",441,4,3,TRUE,154.198791414878,0,0,0,1,4,0,25,25,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"1004",0,0,0,"Public Primary 3-12",1.28644939965695,"08054022","062","78",220,0,0,FALSE,128.644939965695,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1005",15,8,0,"Public Secondary 12-16+",2.17947105913911,"08054034","349","78",1553,8,8,TRUE,217.947105913911,15,6,9,0,14,71,25,119,"ESO BATX CFPM AA03 CFPS",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"1006",0,0,0,"Public Primary 3-12",1.4830589040575,"08054058","109","78",416,1,0,FALSE,148.30589040575,0,0,0,1,1,0,18,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1007",0,0,0,"Public Primary 3-12",1.06016432547045,"08054061","204","78",197,0,0,FALSE,106.016432547045,0,0,0,0,0,0,21,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1008",1,0,0,"Public Primary 3-12",1.98897539353299,"08054113","153","78",471,0,0,FALSE,198.897539353299,2,0,1,0,0,0,0,25,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1009",2,0,0,"Public Secondary 12-16+",1.94135952265395,"08054174","302","78",363,0,0,FALSE,194.135952265395,2,0,2,0,0,0,0,0,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1010",0,0,0,"Public Secondary 12-16+",0.862984599044078,"08054186","387","78",584,0,0,FALSE,86.2984599044078,0,0,0,0,0,0,0,0,"ESO BATX",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1011",1,0,0,"Public Secondary 12-16+",1.38523341182989,"08054198","182","78",522,1,0,FALSE,138.523341182989,1,0,1,1,1,0,0,0,"ESO BATX",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1012",2,0,0,"Public Secondary 12-16+",2.57650797286078,"08054228","067","78",453,1,0,FALSE,257.650797286078,2,1,1,1,2,0,30,30,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1013",3,1,0,"Public Secondary 12-16+",1.06164383561644,"08054241","121","78",447,1,1,TRUE,106.164383561644,4,1,2,0,2,0,1,59,"ESO BATX",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"1014",3,0,0,"Public Secondary 12-16+",1.61511749979811,"08054277","253","67",775,1,0,FALSE,161.511749979811,3,0,3,1,1,0,5,62,"ESO BATX CFPM CFPS",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1015",1,0,0,"Public Secondary 12-16+",1.90219912777211,"08054401","095","78",550,0,0,FALSE,190.219912777211,1,1,0,0,1,0,0,0,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1016",0,0,0,"Public Primary 3-12",1.17878192534381,"08054411","207","78",172,0,0,FALSE,117.878192534381,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1017",0,0,0,"Public Primary 3-12",0.762456635278868,"08054824","097","78",246,0,0,FALSE,76.2456635278868,0,0,0,0,0,1,3,1,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1018",1,0,1,"Public Secondary 12-16+",3.15827833340082,"08054848","032","78",206,0,1,FALSE,315.827833340082,1,0,1,0,0,55,55,0,"ESO",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,FALSE,TRUE
"1019",2,0,0,"Public Secondary 12-16+",2.26368722310254,"08054873","388","78",628,2,0,FALSE,226.368722310254,2,0,2,2,2,0,22,45,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1020",0,0,0,"Public Primary 3-12",1.51047030552695,"08054903","016","78",192,0,0,FALSE,151.047030552695,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1021",0,0,0,"Public Primary 3-12",1.6643970343471,"08055105","196","78",291,2,0,FALSE,166.43970343471,0,0,0,2,2,0,17,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1022",0,0,0,"Public Primary 3-12",1.28725616397663,"08055117","325","64",230,0,0,FALSE,128.725616397663,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1023",0,0,0,"Public Primary 3-12",1.29206554296118,"08055889","190","78",493,0,0,FALSE,129.206554296118,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1024",0,0,0,"Public Primary 3-12",1.80475799835931,"08055890","009","78",307,0,0,FALSE,180.475799835931,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1025",0,0,0,"Public Primary 3-12",1.65275820960225,"08055907","315","78",270,0,0,FALSE,165.275820960225,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1026",6,0,0,"Public Primary 3-12",1.59801136363636,"08055932","054","78",451,2,0,FALSE,159.801136363636,7,5,1,2,7,0,42,42,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1027",0,4,3,"Public Secondary 12-16+",1.82762601000385,"08055944","297","78",336,8,7,TRUE,182.762601000385,0,0,0,4,8,38,6,0,"ESO BATX",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,TRUE
"1028",3,1,0,"Public Secondary 12-16+",1.226826608506,"08056109","288","78",1074,3,1,TRUE,122.6826608506,3,1,2,2,4,0,65,30,"ESO BATX CFPM CFPS",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"1029",0,0,0,"Public Primary 3-12",1.38733497426717,"08056614","155","78",319,0,0,FALSE,138.733497426717,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"1030",9,0,0,"Public Secondary 12-16+",3.43589743589744,"08056985","224","78",703,1,0,FALSE,343.589743589744,9,6,3,1,7,0,0,0,"ESO BATX CFPM",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"1031",3,0,1,"Public Primary 3-12",3.68761181496221,"08057096","350","67",495,1,1,FALSE,368.761181496221,4,3,0,1,4,0,21,3,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",TRUE,FALSE,TRUE
